No Decimal Found,
63.264093,10.404683
63.35021,8.508321
59.620901,5.674972
62.374729,11.152467
63.358517,8.495538
60.365372,5.323973
60.943982,10.137102
59.302289,9.153851
63.661588,12.214043
59.042484,6.138027
61.032842,10.83573
58.884302,5.784854
60.590888,8.256245
58.719111,6.368597
64.178474,12.151529
59.672088,9.26243
62.013818,7.861427
69.276814,19.09574
62.983593,9.398812
59.451267,11.551445
69.666286,18.949224
59.063115,8.723486
68.838876,17.047742
63.059442,7.830722
60.097557,9.403484
60.695464,5.105665
67.09287,14.318858
60.02456,11.763726
60.857097,11.827336
65.954628,12.271634
60.863395,9.015914
60.377198,5.244598
66.341,14.436448
63.441851,10.296337
68.789777,17.145093
59.458303,11.516447
59.812085,11.306025
69.543334,18.44367
58.282582,8.34949
66.207675,12.610137
63.31889,9.328914
69.787855,18.768798
60.817367,8.996205
58.530709,7.213732
60.828364,7.163867
63.559218,10.126106
60.809337,4.947471
62.679325,11.789292
66.027863,12.389169
65.108647,11.656288
69.106603,29.174945
69.219145,29.150448
60.024538,10.48166
63.281906,9.371369
68.121537,15.636264
59.395925,9.553314
60.755117,12.302742
63.831033,9.852219
68.728827,16.831464
59.235204,11.284951
59.641297,10.443301
68.238255,13.965569
59.801997,10.033194
63.358517,8.48554
59.393414,6.434255
63.232209,9.441896
68.216149,14.420772
64.041651,13.962604
63.655119,11.560069
67.254034,15.507257
59.817722,9.982295
60.349453,11.130558
63.443088,11.919719
60.169919,10.814422
58.908962,6.904586
60.863562,11.683417
59.46671,7.850144
58.985183,6.150118
58.731357,7.489416
59.065927,11.571379
59.933544,11.693083
59.004904,11.565171
64.144858,13.944368
58.214955,7.086154
69.25793,29.246199
63.466316,9.741035
60.846403,10.100774
60.450885,5.865541
63.044749,9.265772
58.814208,7.494069
61.889175,11.07762
68.727031,16.844579
59.967322,11.751087
69.937103,19.477173
63.73255,9.783956
64.464502,11.117164
59.82175,10.006361
68.211735,14.485298
60.365372,5.323973
63.527901,10.926227
60.064925,10.40418
63.027365,8.679226
63.232209,9.441896
63.306003,8.907272
63.302561,8.909473
61.536578,9.708372
60.693534,5.110138
67.09287,14.318858
61.510507,11.374549
60.228747,5.320748
63.537718,10.091135
62.719592,9.928297
68.263908,14.916903
63.154783,10.011167
61.220716,10.464421
62.641138,7.025068
59.905246,6.599473
60.710766,8.396661
61.253983,10.716713
61.186281,11.374504
68.290613,13.999615
58.495134,7.208783
61.089388,10.844444
59.592946,6.361105
62.334699,7.564183
66.382883,14.132494
61.766287,5.143663
60.431001,10.278829
66.19266,12.619901
60.38337,5.530514
61.485044,9.427307
66.77996,13.532329
68.746131,17.079615
60.287096,5.356771
63.313456,10.632963
58.493885,7.397716
69.407202,29.795483
63.748325,9.751509
59.253992,10.04497
61.265896,10.820342
58.227733,6.981122
59.506533,9.714256
62.99653,9.431125
60.703676,8.499994
66.828282,15.469807
59.270319,8.51575
60.950373,8.834401
61.308905,5.533559
63.169626,9.842814
60.323885,10.995442
60.436932,5.077179
68.21821,14.47141
68.258821,14.922445
60.865823,9.302567
63.804504,12.349751
68.256016,14.892316
60.150743,10.847445
64.646827,11.255154
68.306086,15.06799
60.869553,11.86423
63.11944,9.061621
63.097113,11.089433
66.750234,13.618002
69.404772,29.793282
62.917773,10.310072
58.187135,7.822943
59.505234,5.240223
63.488311,9.188409
61.253983,10.716713
62.434364,11.923815
68.72382,16.582945
62.963338,9.12797
59.623358,9.404786
62.827599,10.466514
68.377963,14.423027
58.956802,6.926792
58.38616,6.89218
63.316461,10.662499
63.804568,11.836094
58.485833,6.175145
62.026971,12.080679
60.515873,11.094086
60.060371,6.031451
58.814208,7.494069
59.297533,9.805767
59.182495,11.43797
62.75248,11.33691
60.376896,11.158666
62.997341,8.592053
61.014076,6.543329
60.789401,11.435473
59.127529,8.808017
61.252803,10.672201
60.832344,11.746335
58.976008,8.871825
60.074513,8.879361
59.763564,9.20916
59.802123,11.629203
62.119534,8.603758
59.969934,11.725341
63.549501,10.996268
62.012035,5.615387
59.589031,5.889571
68.656845,16.427411
69.78593,19.097356
58.829104,6.293624
69.230798,29.162584
60.368961,5.389577
59.857194,8.446275
66.187046,12.561098
59.092728,9.197446
61.699708,10.56664
63.154199,9.978971
60.875561,8.946951
63.024619,9.363329
60.387787,8.479423
60.000225,10.567529
66.197917,12.531381
59.187364,11.411901
62.897419,11.898006
58.92352,8.156559
60.04694,8.98707
63.810765,12.284929
64.054121,10.12316
58.186113,7.227575
61.7248,9.596711
62.450148,10.983845
60.693534,5.110138
60.073464,11.634845
59.565158,7.363481
68.766315,16.542799
58.908962,6.904586
60.626408,4.799222
68.23516,14.462175
61.066102,10.944849
59.577497,10.504072
60.324018,8.519218
59.992476,11.624469
59.998756,10.469128
60.240093,5.324818
65.972853,12.251404
58.773939,7.385634
59.746998,5.314038
68.887468,15.609602
61.318685,10.399131
59.804288,5.243655
62.608605,7.66757
58.387629,6.889593
59.419442,5.335705
68.103692,15.519528
63.764063,9.881522
59.06046,7.382669
63.978312,10.668563
59.839718,8.317843
61.352158,9.67482
61.252198,10.655457
61.192982,11.412934
58.334527,6.978688
58.627527,8.364259
59.86542,10.931293
66.732093,13.337314
59.547224,9.435643
58.814208,7.494069
63.161698,10.041593
59.661459,6.015919
60.586031,8.48351
59.484089,9.000131
59.587907,9.853845
60.102057,10.704981
60.819154,8.890195
62.726286,9.907151
59.256587,9.494294
60.756447,10.540041
61.256626,10.817611
68.428769,14.821627
59.398234,10.061032
59.871544,9.317057
61.536642,9.711767
58.819631,7.497555
58.50753,7.223901
62.986869,9.39636
60.876951,4.892108
61.196856,11.413985
59.803506,9.093358
65.980255,12.297819
67.209576,14.361546
60.881804,11.701051
63.287313,8.972113
68.143928,13.782268
67.294904,15.028761
66.068475,12.757505
63.76888,9.876276
63.655119,11.560069
63.696672,11.370417
69.551071,18.125784
61.24894,10.73918
63.199521,9.350169
60.296196,5.210453
62.814062,10.584229
69.219145,29.150448
58.030941,7.110435
59.186991,11.434871
61.806085,12.003352
61.536304,9.424738
60.199523,12.495646
60.825592,12.030678
58.434106,6.424176
60.825627,11.717346
61.014076,6.543329
59.227906,11.3324
62.449629,10.916633
63.300906,10.617718
58.863675,6.33147
69.192452,29.15573
59.825629,10.645225
58.824412,6.312992
63.385135,11.935268
64.430993,11.082174
63.060943,7.72879
69.130278,29.19213
63.82547,9.959559
60.031314,9.423004
63.627012,10.869031
58.601712,5.871308
62.511271,11.598122
60.994006,11.337098
63.355573,10.230005
58.164171,6.908691
61.757893,9.085121
59.052686,11.475699
68.158494,14.225442
63.800884,12.448341
64.218883,10.26795
63.011156,8.606651
68.158494,14.225442
60.494542,5.279794
59.892356,10.870396
61.192982,11.412934
63.537718,10.091135
63.666152,11.534341
59.936294,11.660357
61.252803,10.672201
66.199443,12.58714
63.154783,10.011167
68.831562,16.573989
64.710804,13.741152
59.435055,9.171745
60.802511,12.078235
59.317782,5.582625
63.030168,8.841462
59.420571,9.40811
68.158494,14.225442
68.507616,14.876317
59.481927,11.509179
59.769077,9.730416
59.01828,8.721411
59.017772,6.962159
61.26631,10.546581
68.102697,15.613798
63.282362,9.620534
58.107301,7.415763
60.65199,9.489479
61.447922,5.984442
64.900369,13.581
59.42896,5.437395
60.416067,9.189738
60.392158,6.212946
69.744984,20.496366
59.808634,9.407158
60.009863,5.734279
68.121688,13.635878
58.625025,8.524302
60.594456,8.442196
60.064464,11.857366
61.129547,10.54791
58.920947,11.498211
63.410465,11.152773
59.119222,8.408132
61.289018,9.633874
59.840576,5.151605
68.544126,16.283519
63.661975,10.282737
63.71251,10.205985
69.272077,19.413716
60.519729,8.39384
60.614522,10.414043
59.133074,11.697978
59.172507,11.431457
64.585058,11.263903
62.834026,10.256488
68.13231,13.645023
63.335338,10.559391
60.520507,8.416675
60.02443,10.435396
62.907003,8.744821
61.197427,10.520907
66.435651,14.044737
61.24894,10.73918
59.738339,11.883256
63.363077,10.72168
59.918644,11.582491
62.450148,10.983845
61.281991,10.073537
62.775691,11.816242
62.99653,9.431125
58.971262,8.915968
64.103066,11.732869
66.731305,13.822584
59.565522,10.155131
59.892545,11.681782
61.444938,9.470606
61.058521,10.324868
60.722405,12.136365
62.021818,5.030296
59.016694,6.892872
63.0154,8.811503
62.683332,9.456206
63.831033,9.852219
62.582433,9.681674
61.182726,10.904748
58.151815,7.665028
59.898322,9.240134
62.728694,9.80919
62.763344,11.811759
61.02121,8.901334
59.38943,9.420354
63.978312,10.668563
60.904999,11.198614
68.838234,17.05006
58.788214,7.324647
59.751361,10.951604
63.27497,9.856037
60.356558,12.335324
62.897759,7.042918
59.712167,10.961405
63.419667,8.762598
63.391577,11.845913
59.771723,9.746631
60.847357,11.824273
59.246772,10.004699
60.333374,8.511304
62.487847,11.86882
63.410401,11.226794
59.985364,11.716529
59.763107,11.39512
63.593098,9.668289
62.449629,10.916633
59.789971,9.288517
59.597733,5.93295
68.855466,17.161613
62.979533,9.522699
64.205033,11.55096
58.444197,8.533519
58.639698,7.979564
59.267023,9.227001
59.971588,11.75097
60.027931,9.405451
67.686376,15.810672
59.168244,8.618482
59.791309,8.06768
60.038498,10.335405
68.855029,17.007857
63.164854,8.834248
60.883325,8.770378
62.115572,10.448952
64.651884,13.161855
59.388867,9.292245
59.252743,9.465144
59.449368,10.859069
59.187364,11.411901
64.209332,13.615396
58.833976,8.95323
58.781571,6.083068
60.228556,10.87584
59.885461,10.894947
63.046708,9.951815
64.94083,10.969382
59.9043,10.067518
63.244272,9.120658
62.885962,7.057452
59.891419,10.024318
63.241804,10.797408
63.282334,9.874596
60.694334,10.030606
59.187364,11.411901
62.856703,9.703027
59.049946,10.940779
60.385012,5.540988
58.494674,6.186473
63.655582,11.430271
61.452254,12.27414
59.777525,9.218934
61.038249,9.789858
65.951033,12.469101
61.485044,9.427307
58.383165,6.886081
68.779761,17.178555
58.734425,9.137834
63.551177,8.68467
60.077327,10.790788
62.75248,11.33691
58.784821,5.90618
63.707175,9.773167
68.718445,16.59068
63.254732,9.712082
63.063585,9.264532
59.970554,6.72203
64.850022,13.592453
64.144858,13.944368
68.512665,16.941696
58.387629,6.889593
69.028097,29.058128
60.450642,10.496221
61.252803,10.672201
60.282029,11.82474
59.476681,9.012312
60.036717,10.662194
63.269249,9.647358
65.595844,14.008814
68.265462,14.912375
63.390402,9.590477
63.537494,11.942931
62.920247,10.359965
60.755306,10.610909
63.362807,10.229287
69.428632,29.834147
59.755895,9.794655
58.659898,5.939831
58.628589,8.496077
60.695464,5.105665
64.457469,13.420821
60.547175,6.583393
65.108647,11.656288
68.158494,14.225442
58.870238,5.792256
58.748157,7.592049
68.215679,14.292978
61.201011,10.891893
59.825629,10.645225
59.755678,5.289595
60.855277,12.306596
58.188002,7.978432
60.904204,9.580946
67.272994,15.039963
63.74281,9.902129
64.42871,10.606561
66.435015,14.04568
63.101283,10.296526
58.48226,6.09347
60.654935,10.873316
61.291296,4.762859
58.920576,6.85384
62.504727,11.504329
62.958879,8.769668
60.978186,11.118592
59.210754,5.260651
60.86766,10.196876
67.122625,15.468199
58.405283,8.145447
59.408453,10.069944
59.713476,9.910017
63.74281,9.902129
59.836076,10.293058
58.908962,6.904586
63.232788,10.06052
63.218596,8.088997
60.882263,9.221018
59.991906,10.482729
58.981466,11.585878
63.648022,12.189752
61.036522,10.938677
60.299156,8.3426
60.574077,8.280473
68.826309,17.198138
59.276401,9.493333
59.748157,10.953167
64.504486,13.350654
63.030168,8.841462
66.750234,13.618002
63.635271,10.172819
60.038579,9.434754
63.373377,10.914414
58.947726,8.733134
61.252803,10.672201
61.09436,12.141162
60.796007,9.100976
61.576587,10.278856
64.743598,13.729563
58.276782,7.129866
59.032631,11.614893
58.74689,8.067716
63.523544,10.981509
60.050842,10.557199
68.121688,13.635878
59.990401,10.323664
61.291296,4.762859
58.925329,8.758134
68.214319,14.430204
60.881804,8.80525
60.007806,10.406282
68.535233,16.473198
60.980983,8.566074
60.451559,10.690868
60.505583,8.82443
66.729233,13.332589
64.128059,11.127988
60.681356,8.576081
63.330343,8.439088
64.242413,10.714781
68.673098,16.348898
63.491274,10.049049
64.142895,11.385652
59.838928,5.097167
58.639675,8.259021
59.838928,5.097167
60.374196,5.242272
63.358517,8.48554
61.26777,10.518086
58.889097,5.806207
59.543564,8.930188
60.041822,10.805457
62.468507,11.025023
59.429723,10.969481
59.35599,9.522915
63.785027,12.384183
59.755547,11.335841
64.643034,11.275348
62.690311,11.601805
66.253484,13.123982
59.221613,11.517713
69.190142,15.859532
59.259907,9.005862
62.806017,10.599518
60.144555,10.125433
60.882862,9.061531
59.168244,8.618482
59.189784,10.98583
59.268088,9.99285
63.778836,12.39296
60.693534,5.110138
63.006541,10.573144
62.531519,6.840554
59.44577,9.82677
63.736486,10.815438
63.05312,8.865968
62.25392,9.693909
61.536578,9.708372
63.892282,10.971744
59.262395,10.034137
60.169919,10.814422
58.840387,8.728561
58.997062,11.597924
63.41898,10.320852
68.124523,15.598257
58.38616,6.89218
60.351577,5.185112
61.064476,9.924578
58.131232,7.480128
61.25565,10.640904
68.225292,14.21742
58.921485,6.880197
63.201291,10.989235
68.67234,16.51806
60.695464,5.105665
59.796055,10.459435
63.797667,12.331695
58.814208,7.494069
58.495134,7.208783
60.078183,9.354723
60.247507,10.530914
62.829207,8.209299
68.308885,15.059007
58.822998,6.285108
66.433169,14.054538
59.885082,6.653992
63.032005,10.594901
61.004528,11.178501
63.579019,9.577523
60.864025,9.151326
60.413699,4.976783
61.105084,8.608717
63.751313,11.037124
62.635498,9.906917
59.041287,11.468441
59.932158,9.027961
68.214639,14.413657
58.670778,6.903086
68.236286,14.433007
59.209968,5.264846
62.726286,9.907151
69.333591,29.53675
59.971727,10.546365
63.025474,8.706624
58.837681,8.732182
62.250984,7.204884
63.539303,10.101726
59.762184,10.316298
63.300906,10.617718
65.976141,12.261051
61.26631,10.546581
63.046708,9.951815
63.518073,11.386568
63.466316,9.741035
59.395925,9.553314
60.74712,11.441725
61.649584,10.185108
61.416336,6.041027
63.722622,10.129942
61.394907,10.467197
59.597733,5.93295
62.763278,11.851986
60.505583,8.82443
63.286538,10.905431
60.882997,12.235117
60.875561,8.946951
59.977238,10.534004
58.890708,5.813295
66.731107,13.38876
64.46827,13.569106
59.767512,10.3237
58.822998,6.285108
58.828355,8.29357
59.740041,11.46023
58.191174,7.243709
64.464719,12.826406
58.38616,6.89218
63.231667,9.409529
60.340168,9.959244
61.452254,12.27414
60.9577,5.720544
58.68862,5.90724
60.051609,10.463981
58.520831,7.68895
60.089137,8.795692
63.53982,10.116351
62.406719,12.011185
68.339699,15.223013
58.187652,6.925795
60.9622,10.908656
59.42419,10.907389
68.160402,13.727012
69.188128,29.051417
59.209968,5.264846
61.046478,11.15713
60.004312,10.492188
61.576587,10.278856
60.911388,4.951011
69.528378,18.283231
58.542281,7.357966
60.525192,8.21954
62.625669,11.786983
62.732991,9.887388
69.56163,18.706059
59.491368,8.987132
60.366762,11.07117
59.179586,11.633659
60.538861,5.615962
63.640142,10.329296
68.12794,13.654473
60.381807,5.548867
68.228128,14.573593
68.768127,16.538362
68.358368,14.487059
59.114901,6.148663
59.391676,9.441276
62.726286,9.907151
63.006541,10.573144
63.302218,10.857569
66.539374,12.864126
62.962362,9.638914
58.884033,5.798257
68.661085,16.579639
58.896885,5.815522
58.38616,6.89218
60.302921,6.345448
66.161655,13.7674
61.274359,10.096444
60.096608,9.406403
59.401687,10.08614
61.268823,10.579648
58.561159,7.364434
60.78175,11.475277
58.487524,7.3127
58.661752,7.453061
65.985443,12.225173
59.04607,8.855942
58.552382,8.183688
61.265541,10.543967
60.93502,8.901945
59.81353,8.308707
68.169109,17.634585
63.313492,10.640113
62.864509,10.449688
59.828505,11.71979
58.689848,6.945729
60.01758,10.787015
66.413551,14.198125
59.488472,8.971268
59.710069,10.408743
59.063115,8.723486
62.021818,5.030296
61.109975,8.055013
59.593291,5.907016
60.899136,8.328685
68.821202,16.556238
63.05312,8.865968
59.229032,11.524478
58.908962,6.904586
69.346696,29.520859
59.880155,8.733861
62.807536,11.831118
64.892857,11.092002
60.370977,12.338351
58.884302,5.784854
58.981466,11.585878
62.973255,11.781639
66.447259,13.997189
59.630208,11.511102
63.96711,10.030948
59.176475,9.879034
68.214673,14.393787
61.014076,6.543329
60.703676,8.499994
63.74281,9.902129
60.005296,10.464385
59.212377,5.255773
62.268103,8.006217
58.666476,6.896771
64.142895,11.385652
68.838347,17.053554
58.997062,11.597924
61.310294,11.811822
60.370977,12.338351
63.785027,12.384183
63.418554,9.545184
62.841601,8.223618
59.395925,9.553314
68.158494,14.225442
59.476681,9.012312
66.185247,12.56134
60.649788,4.823899
59.838928,5.097167
68.112179,15.644897
58.884033,5.798257
58.867038,6.805367
63.240628,8.908629
59.172507,11.431457
60.061106,10.604064
63.493287,11.010992
63.397266,11.867616
59.056437,11.532859
60.846617,8.786242
59.430646,9.216823
60.025866,10.744578
61.03057,11.058279
59.91551,9.249315
60.120196,10.8049
59.777525,9.218934
62.662003,11.773284
63.355573,10.230005
63.402631,9.711157
58.477657,6.152067
66.777392,13.331682
68.60271,14.493742
62.726286,9.907151
60.588033,10.641838
63.319358,8.97249
63.6271,9.806594
59.06548,11.661552
63.804504,12.349751
58.900541,7.98905
61.009566,10.962465
58.640806,6.612993
59.562378,10.45021
59.464501,11.522151
63.517188,11.377513
62.75248,11.33691
60.109964,9.154426
60.916843,9.561488
59.921223,11.042774
68.125577,15.470265
60.378814,5.985071
59.183655,11.51668
63.68554,10.378578
60.317235,5.116921
62.996758,11.683749
58.829104,6.293624
66.065232,12.76709
60.330453,5.076128
64.23141,12.309893
59.730787,5.133432
69.371763,29.683975
59.401024,10.069252
58.591026,7.521073
61.660711,9.23858
64.856206,13.424361
63.407103,10.645476
58.79259,8.531049
60.280132,6.656049
59.987098,10.313252
61.108573,10.954353
61.033542,7.311208
59.607042,9.807097
63.508149,9.225842
68.618638,15.130324
59.597733,5.93295
62.681481,6.251762
63.812633,10.165363
59.787336,5.877003
59.603065,5.876877
68.158494,14.225442
59.028933,8.954236
68.204382,13.667948
64.360662,10.799483
59.61609,5.981864
59.564521,9.037429
63.734308,9.772062
65.951033,12.469101
58.803838,7.826581
61.192982,11.412934
59.209968,5.264846
59.188505,6.115308
68.55719,16.088818
68.761789,14.74192
63.541137,10.05054
60.842328,8.692287
63.386386,8.543472
64.1344,11.319168
62.417902,6.623297
58.829104,6.293624
59.991057,10.327113
63.838389,10.852098
59.885082,6.653992
59.100603,6.130041
60.70256,8.393463
63.323835,8.984096
58.183645,6.721833
62.562364,11.26994
58.822998,6.285108
62.807536,11.831118
68.253307,14.891822
58.400736,7.202018
58.130065,7.866646
63.643787,10.87363
60.360969,5.389901
58.208325,6.864333
59.79967,10.99873
60.073464,11.634845
60.419837,10.769552
58.893469,5.785393
59.354877,9.99444
58.539088,7.356978
68.728827,16.831464
63.621645,11.136972
64.1771,11.390997
59.20031,11.344294
60.38554,9.183558
60.287559,6.276322
63.797223,12.446913
61.70349,9.317245
60.857097,11.827336
58.529982,7.598714
63.375954,10.957102
62.940998,9.144472
59.515521,9.097877
63.241432,10.539511
60.022989,9.611228
59.810721,8.345969
69.339034,29.366798
66.813559,13.347393
63.368993,10.275945
59.209968,5.264846
58.473679,8.518921
63.508269,10.1016
63.008266,10.49632
61.197427,10.520907
60.317653,11.873348
61.253983,10.716713
64.022755,9.894404
63.094113,7.843128
65.98594,12.233662
69.219145,29.150448
58.824412,6.312992
63.986737,11.607608
62.815876,10.073178
59.799128,7.593585
58.248978,7.149925
60.673142,11.283559
63.311765,9.183944
68.749114,17.092191
62.648419,9.499936
62.644304,11.697942
63.083054,9.348022
59.087901,6.052992
69.130278,29.19213
59.220179,9.863053
62.937982,8.99095
67.087191,14.995397
60.375107,11.61192
63.88768,11.644825
58.527262,7.323156
62.982626,9.42525
66.699204,13.415647
62.762636,11.832645
69.226229,29.222232
60.991057,11.121898
67.19988,14.371005
63.797604,9.724622
60.43558,10.678813
60.642417,9.739633
62.954243,7.056195
61.014076,6.543329
68.216149,14.420772
63.804504,12.349751
60.368414,12.294963
63.680139,11.60512
68.13231,13.645023
58.885746,9.014765
59.941441,9.152288
59.151085,8.813039
64.89846,11.062097
61.263451,10.581031
63.804504,12.349751
59.287276,11.492552
58.829104,6.293624
60.835491,11.498705
64.1163,11.084959
59.105964,6.096435
59.907592,11.252324
62.459093,10.964037
60.092657,10.658466
62.635498,9.906917
62.924377,8.511196
63.778836,12.39296
60.342799,12.336672
68.670716,16.351683
68.736145,16.846798
60.22992,5.347752
61.338476,6.920711
60.384253,12.333429
67.040413,14.968565
69.186478,29.189722
59.915505,11.692032
58.807881,8.476817
44.78624,6.95234
44.2278,6.09897
44.47595,6.80476
57.187669,85.822644
56.523705,72.376894
55.259336,47.650134
62.322619,24.77803
44.862972,5.48913
46.72588,7.441982
63.64045,25.812908
62.80267,13.009114
60.442936,6.16201
60.666855,27.927685
63.808395,25.776815
66.532394,24.653372
64.213842,25.2458
61.735776,22.737401
62.946915,24.533857
62.960679,25.518443
63.953492,26.2824
61.652013,22.937931
64.672836,27.101116
64.291243,24.414436
64.124272,28.741512
60.643793,22.333481
65.209185,27.744106
61.16999,25.974852
62.23299,24.784775
66.726465,28.696579
61.159788,21.698895
64.211325,28.952969
63.863794,26.284688
63.843306,29.537384
65.121295,26.889874
64.843819,25.415673
61.166925,21.883899
62.336324,25.935303
62.379001,23.226761
62.519018,27.482081
62.384099,23.41963
64.832454,24.573386
62.319435,24.585453
64.211325,28.952969
59.981525,24.399407
61.152399,21.513988
61.964004,24.804312
64.300873,25.033611
60.811074,25.986355
63.954358,26.486418
64.838732,24.994431
61.081537,26.16302
64.300974,28.95931
63.463592,23.485958
64.211325,28.952969
62.229788,24.592625
65.366568,29.683492
61.461371,22.587169
64.291243,24.414436
61.567948,23.137378
63.311866,24.901821
62.519018,27.482081
65.480053,27.104219
62.204996,23.440878
64.384366,24.613019
61.083325,26.533591
63.184876,30.871069
63.732209,23.452616
65.383971,28.394323
63.339639,22.301254
64.393249,28.758533
64.211325,28.952969
61.081537,26.16302
60.343623,24.551802
63.212194,24.312374
61.344113,28.585083
62.340106,27.286209
63.122578,24.320666
62.319435,24.585453
66.359294,29.342174
64.211325,28.952969
60.023932,20.443843
64.298065,29.165757
61.341807,28.771838
64.208428,29.158749
63.745868,24.059083
64.208428,29.158749
60.262809,25.09998
62.405585,24.384986
63.953492,26.2824
65.466274,29.046124
60.140041,23.48638
59.981525,24.399407
61.249144,21.683812
63.954358,26.486418
63.852716,28.928057
61.344113,28.585083
61.152399,21.513988
62.519018,27.482081
64.493153,27.308494
65.473631,28.399098
60.135148,23.306777
64.291243,24.414436
63.954358,26.486418
63.346068,22.5003
64.211325,28.952969
62.204996,23.440878
61.07043,21.71388
63.122578,24.320666
64.211325,28.952969
64.749195,28.991717
62.939637,29.852918
60.16085,24.385242
63.463592,23.485958
59.981525,24.399407
61.344113,28.585083
62.204996,23.440878
59.981525,24.399407
62.519018,27.482081
63.846727,29.334326
61.173063,26.532266
60.633863,26.35738
64.841425,25.20503
63.122578,24.320666
62.115441,23.451394
64.025987,29.349294
62.514582,21.848311
61.249144,21.683812
61.081537,26.16302
61.799399,27.849988
60.991805,26.165382
60.991805,26.165382
60.966147,21.361113
60.991805,26.165382
60.991805,26.165382
60.90207,26.167729
60.993586,26.534908
64.124182,25.251457
60.90207,26.167729
64.937387,25.833184
64.841425,25.20503
60.643793,22.333481
60.812335,26.170061
61.867899,29.562552
60.813345,26.353783
14.88038,J├ñmtlands l├ñn [SE-23]
59.913338,16.150648
62.600613,13.30719
56.19809,24.654476
64.55289,24.598484
55.746124,35.811886
45.959793,7.173547
64.74814,24.557322
56.553825,38.034485
53.1,9.85
53.1,9.9
61.8983,15.7114
52.3,6.4
53.1,9.85
52.3,6.4
52.3,6.4
53.1,9.85
52.3,6.4
52.3,6.4
52.3,6.4
53.1,9.85
52.3,6.4
46.59,13.7
53.15,9.95
52.3,6.4
62.321077,13.753455
52.3,6.4
53.1,9.85
53.15,9.95
52.35,6.4
69.236389,29.168825
60.271369,13.902153
53.1,9.85
52.3,6.4
53.1,9.85
64.34421,29.875397
59.213417,23.534643
46.54664,8.722065
55.746124,35.811886
65.63698,24.720472
69.40655,29.789232
56.137115,37.16954
59.825726,21.601696
55.56636,13.212124
52.3,6.4
52.3,6.4
52.3,6.4
53.1,9.85
53.1,9.85
52.3,6.4
62.352318,13.296375
53.1,9.85
65.903391,29.484215
53.1,9.85
65.854621,29.637508
52.3,6.4
52.3,6.4
64.084211,19.323512
53.1,9.85
53.1,9.85
53.1,9.85
52.3,6.4
53.90863,24.394403
52.3,6.4
53.1,9.85
59.137432,23.86978
52.3,6.4
52.3,6.4
53.1,9.85
64.621132,25.701639
64.49,13.28
52.3,6.4
52.3,6.4
64.426208,13.480885
52.3,6.4
59.131126,23.853254
52.3,6.4
52.3,6.4
52.3,6.4
52.3,6.4
52.3,6.4
53.1,9.85
61.8738,15.7741
65.954558,29.42791
63.514668,30.05612
68.763664,28.108431
60.2336,17.1662
52.3,6.4
No Decimal Found,
No Decimal Found,
44.34323,6.73305
44.20836,6.72418
44.00062,7.45968
44.43314,6.73899
44.1634,6.72123
44.14769,7.15826
44.09549,7.34204
44.00062,7.45968
44.09549,7.34204
44.34945,6.54509
44.04807,7.40091
44.10037,7.21733
44.21253,6.59917
44.34533,6.6704
44.1634,6.72123
44.1051,7.0926
44.14769,7.15826
44.15909,6.84612
44.15236,7.03342
44.30038,6.66749
44.47377,6.86754
44.34323,6.73305
44.14531,7.22067
44.29613,6.79268
44.00062,7.45968
43.99284,7.64638
44.20836,6.72418
44.29827,6.73009
44.1634,6.72123
44.47377,6.86754
44.14531,7.22067
44.25117,6.78968
44.21656,6.47415
43.91076,7.45265
44.14531,7.22067
44.38604,6.79871
44.20622,6.78667
44.25749,6.60203
44.05301,7.27631
44.30038,6.66749
44.00314,7.39744
44.30038,6.66749
44.14531,7.22067
44.09549,7.34204
44.09549,7.34204
44.47595,6.80476
44.42881,6.86447
44.14531,7.22067
44.09549,7.34204
44.25542,6.66458
44.14769,7.15826
44.25117,6.78968
44.00314,7.39744
44.21656,6.47415
44.00062,7.45968
44.14531,7.22067
44.00062,7.45968
44.1634,6.72123
44.14769,7.15826
44.25331,6.72713
44.00314,7.39744
44.14769,7.15826
44.20622,6.78667
44.43314,6.73899
44.14531,7.22067
44.14531,7.22067
44.34323,6.73305
44.38604,6.79871
44.14531,7.22067
44.48022,6.67916
44.42881,6.86447
44.05056,7.33861
44.09549,7.34204
44.05301,7.27631
44.21656,6.47415
44.25749,6.60203
44.25117,6.78968
44.42881,6.86447
44.00062,7.45968
44.20622,6.78667
66.28145,19.66813
65.74685,21.51444
60.2538,17.70784
65.81837,23.93784
65.61156,21.5033
62.65533,16.12304
66.56252,20.49577
58.97794,15.59478
63.85275,19.9695
57.79238,13.9775
60.64148,17.56322
59.76746,16.3131
61.83703,16.92907
59.97466,16.0279
59.18382,14.21393
62.55114,17.6898
60.22007,17.8295
65.45755,17.70927
59.80553,14.93211
60.13716,17.70473
57.48875,13.93942
65.64707,21.23233
58.94293,12.37799
57.78102,16.2691
60.90785,12.99637
56.9391,14.04609
57.53404,14.21741
63.77759,19.92819
57.06921,15.02431
61.8084,17.36681
56.95834,13.92194
59.87325,14.71076
57.84965,12.93276
57.30719,14.07345
61.01146,15.2096
59.70417,15.69218
56.82442,15.03414
57.53404,14.21741
56.60562,15.70298
59.20319,17.01634
59.80736,15.96247
61.67391,12.50253
60.77158,16.97237
57.86871,12.21522
64.05489,18.53577
57.80997,14.04113
64.07941,19.63211
59.81712,14.49911
60.04612,17.18553
56.85975,13.8191
