No Decimal Found,
58.410723,6.570934
59.988186,10.322981
58.830373,7.539075
60.145092,10.124615
60.448581,10.214285
62.937982,8.99095
62.902973,11.863879
59.476681,9.012312
63.349485,11.848338
59.476681,9.012312
60.413592,5.346979
61.301569,7.005386
63.810997,20.996254
66.357437,22.999504
61.961102,15.3134
61.961102,15.3134
66.22478,29.129293
64.71656,24.531883
44.72468,6.63548
44.84157,5.93121
45.53128,6.36678
45.034,6.03288
45.12317,6.42359
44.68864,6.16967
44.24904,6.92462
46.26627,6.73187
45.27694,6.86953
45.98543,6.38711
45.02625,5.86175
45.85691,6.74078
45.09058,5.9189
45.39549,6.63954
46.14551,6.53342
45.36488,5.6911
45.06546,5.63143
45.46172,5.88506
44.8432,5.98495
44.85332,6.76527
44.43222,6.41968
44.74669,5.68449
44.81276,5.99951
45.38558,5.85135
44.26188,6.62665
44.6843,6.89013
44.41726,6.615
45.44201,6.16899
46.30101,6.79273
45.45231,6.32487
44.37127,6.49813
44.87291,6.42653
45.66843,6.21294
44.7456,6.27295
44.6468,6.21183
45.62859,6.1879
45.82442,6.47943
45.66655,6.46208
45.68622,6.60408
45.95624,6.4763
44.19803,6.56924
55.059713,85.780623
62.983612,18.392953
53.056629,79.795318
54.794897,84.769086
50.925268,117.977484
58.106377,33.52675
60.373056,5.323611
59.367946,29.167462
55.595125,84.404883
53.1,9.85
53.1,9.85
53.1,9.85
53.1,9.85
52.3,6.4
52.3,6.4
61.906389,15.341645
60.2887,17.2467
52.3,6.4
53.1,9.85
52.3,6.4
52.35,6.4
64.054331,19.32905
46.828144,7.981853
53.1,9.85
52.35,6.35
53.1,9.85
52.3,6.4
52.3,6.4
53.1,9.85
69.16,29.21
52.35,6.4
58.6,8.36
53.1,9.85
66.209234,29.217887
52.3,6.4
52.3,6.4
52.3,6.4
52.3,6.4
52.3,6.4
53.1,9.85
52.3,6.4
52.3,6.4
53.1,9.85
52.3,6.4
44.39838,6.42248
44.27098,6.16402
44.093,7.40439
44.22601,6.16151
44.39838,6.42248
44.22601,6.16151
59.92696,15.02853
57.07076,14.69222
66.19728,21.49748
60.17025,17.70124
57.43804,12.84796
59.52355,13.41314
59.87857,13.51664
60.15356,17.68768
57.73563,15.62944
62.89493,12.71085
60.61944,14.81264
59.65988,15.65262
59.94141,17.31062
58.04756,12.967
59.9296,17.36106
60.9575,13.91751
60.57408,16.15103
59.92348,13.39674
60.45704,15.27206
57.43804,12.84796
56.72532,13.21906
59.94141,17.31062
58.10745,11.9107
60.29287,15.91095
57.25927,15.587
59.77567,16.08091
63.89428,20.15493
61.49103,17.03658
65.60386,19.57372
60.13591,14.32334
60.78328,12.96359
61.29199,13.12523
58.14214,14.7815
57.77184,13.94513
57.09585,14.16614
57.84965,12.93276
59.99426,16.57816
58.08214,12.74342
60.76347,15.16416
60.20301,18.33076
60.63073,16.6735
65.27796,19.71289
58.08409,14.12064
59.17652,18.29983
59.91483,15.60976
65.95791,21.53529
57.13815,15.26317
58.30357,13.89737
58.32336,12.46462
64.09471,15.03226
60.91109,16.37443
61.11718,16.42634
58.98222,14.73654
57.53404,14.21741
58.06023,15.43075
60.91926,14.82448
60.39448,16.59266
61.01228,16.98082
65.61154,21.5032
57.53404,14.21741
66.63741,20.61652
57.09077,13.7292
56.71439,15.57662
57.07837,13.01362
60.14084,17.68605
56.77114,13.50901
57.84965,12.93276
67.09965,20.44933
59.4431,13.66782
67.34486,23.30542
65.74142,22.11305
60.02671,15.85081
58.83751,15.31942
60.48305,17.77102
62.65651,14.80437
65.27643,21.94074
61.7985,14.11944
65.46746,21.95019
65.61156,21.5033
57.27572,15.1834
57.76319,12.84108
59.44986,12.45126
67.02776,20.02861
57.84965,12.93276
57.24999,18.70821
57.83315,12.78278
57.67551,14.65512
60.15356,17.68768
62.15398,17.44327
58.87503,14.69478
62.85,13.20147
65.75007,21.71951
64.65674,16.58326
58.29375,12.34038
67.57656,21.64137
62.60891,18.05245
64.901,20.03048
59.25188,14.47095
63.76803,20.52154
59.18657,16.45242
59.61718,15.06132
58.29888,16.43037
60.29377,17.81924
62.722,12.75501
63.31045,13.6592
63.82387,19.90176
58.29395,13.88814
65.71463,21.96411
65.42612,18.8196
59.84243,16.26173
59.93355,16.06542
61.67515,15.81871
58.49748,16.3905
64.17252,18.32901
59.00936,14.46527
65.79474,22.35538
61.70302,17.38395
56.83561,14.09468
59.33629,14.81522
58.61119,15.5936
63.64627,19.98078
63.72859,20.10042
65.01582,15.5504
59.5826,13.39489
62.74648,15.40056
60.62311,17.29421
64.16547,20.55522
66.57507,20.52735
61.81426,17.41137
64.80387,16.02124
59.95548,16.05443
65.83707,21.48235
59.4431,13.66782
62.0354,14.76231
65.11874,17.84842
63.65224,20.29398
63.48321,19.8898
58.62131,15.62161
59.80686,16.00427
59.05044,14.51876
59.18907,16.99423
57.19805,16.21383
59.73993,16.30533
59.62347,15.40363
66.56667,19.98672
65.84638,14.79542
56.36595,13.34388
57.74348,13.9773
59.18582,16.85752
60.15135,17.69729
58.29395,13.88814
65.84425,18.23482
58.29643,13.89417
57.43132,14.1171
58.48462,14.52635
59.35187,14.92322
59.76222,14.60832
63.75034,19.91309
56.93384,15.09977
65.60122,18.12701
65.7607,21.38283
58.23194,12.00635
60.93744,13.79904
58.14738,11.95878
60.95746,12.51002
57.53404,14.21741
58.83751,15.31942
58.78597,12.13932
60.14206,17.70142
59.91751,18.31489
60.09114,17.53168
56.75755,14.7947
57.29061,12.7391
59.85852,16.09305
56.70269,15.25362
57.53404,14.21741
59.70062,15.40438
60.27183,17.80705
66.19761,20.71587
58.67834,16.76526
64.73437,18.4071
57.18245,15.10063
63.80626,21.00227
66.47033,20.37428
59.86618,18.25805
60.90776,14.88987
65.14614,18.56035
60.37694,18.16389
57.84322,14.72757
63.16053,18.40792
58.03851,12.07976
57.73634,13.01677
59.31383,14.7489
60.41512,13.1799
62.73032,18.08539
60.30306,17.25333
65.52358,17.51774
59.76746,16.3131
63.87146,20.72154
59.66954,14.67512
57.6713,14.89935
65.61364,18.63716
62.64992,16.74056
64.83512,18.76449
56.87913,16.22511
65.85948,21.65024
65.81508,21.82123
63.23401,12.99524
60.45704,15.27206
57.97683,12.52682
57.47041,14.02282
60.97913,13.71798
57.87576,13.17317
59.32734,14.81545
56.58915,13.40574
62.23645,15.57617
59.85759,16.24062
60.05663,17.91378
56.83681,15.58979
66.57346,23.85853
60.15356,17.68768
57.81463,14.98038
57.70295,13.69337
60.18476,12.59359
67.09476,20.88757
63.13393,18.5169
57.4179,18.72305
57.18409,15.22942
64.72511,17.07546
61.29927,13.84569
57.78015,16.27027
60.73197,15.90915
58.23194,12.00635
56.83439,15.33032
65.08317,18.9657
63.60693,20.00817
59.83968,15.97052
65.62763,21.81709
62.08789,12.27838
66.19761,20.71587
60.45559,15.22263
58.04756,12.967
62.77711,15.53134
64.62885,16.79391
66.57557,20.52577
63.80435,17.63738
59.62718,15.1317
57.53404,14.21741
60.62134,14.53393
60.10285,18.35252
59.28047,14.893
62.0771,17.19399
56.57768,14.05965
64.78118,16.22017
64.79719,20.83712
65.69365,21.63978
56.72532,13.21906
59.96049,17.27827
58.62866,11.61914
56.87913,16.22511
59.96862,14.50206
65.17505,21.56515
64.28372,17.50994
57.53404,14.21741
59.85315,16.81633
59.61215,15.45232
57.57437,12.78154
58.58947,15.56315
57.86335,12.82527
59.15992,16.39179
59.615,12.29478
58.76624,16.24345
63.78626,20.90628
57.01312,13.54857
62.80132,13.05687
64.085,20.31615
58.03851,12.07976
58.84114,15.32033
63.033993,9.016229
59.187364,11.411901
62.871813,9.725817
63.319124,10.637823
63.300967,11.891197
60.859537,9.028688
63.804504,12.349751
60.994006,11.337098
59.4576,5.371611
59.837637,9.244033
64.510877,13.329615
63.940189,10.898819
59.725666,11.139334
64.212807,13.586641
59.352061,9.738016
58.550109,8.478911
59.462315,8.059218
59.050829,6.877349
68.144777,13.76855
63.816204,9.862972
63.345133,9.040672
60.522881,8.122908
59.403968,9.384673
65.062422,11.69169
59.554244,8.948819
61.253983,10.716713
59.840576,5.151605
63.517192,10.086248
58.027887,7.115618
61.050365,10.299823
67.077889,15.316985
60.37071,9.181806
63.11944,9.061621
63.240288,9.052027
60.991057,11.121898
63.006541,10.573144
59.209968,5.264846
65.501157,12.387139
59.894555,5.089567
69.645249,18.733961
69.198298,17.459907
62.681708,11.475106
60.385145,10.639269
58.495134,7.208783
59.284096,8.799654
64.231953,12.311959
66.435651,14.044737
61.264954,10.585136
60.695464,5.105665
68.299988,14.941714
58.494111,7.222805
64.096234,13.94701
61.252198,10.655457
62.917892,11.187879
58.818766,7.46703
59.355138,9.54124
62.989411,9.410517
64.203887,12.137731
63.893468,9.918083
63.292768,9.812154
63.978312,10.668563
65.581038,13.924426
62.973255,11.781639
59.673349,9.415009
67.161526,14.426674
61.509144,5.245011
63.724395,9.779554
60.011295,10.378389
60.603889,8.657873
62.686783,11.765963
60.492834,5.294841
59.96818,11.160166
62.202859,9.627586
60.377478,5.386819
60.832344,11.746335
63.279741,9.136387
61.264466,10.544272
59.685471,11.624272
59.484089,9.000131
69.425135,29.984291
63.219912,9.643585
68.20623,13.730839
60.46981,10.719309
63.374517,10.277041
60.869265,5.004173
62.681708,11.475106
68.215299,14.413244
61.687517,6.11202
62.334699,7.564183
63.034348,9.897988
63.41898,10.320852
58.170107,8.141961
60.38554,9.183558
59.620215,5.755767
58.419483,8.724465
59.779827,9.988772
60.821462,11.893928
63.124366,8.458743
68.143928,13.782268
68.826965,17.076533
59.198819,11.433209
63.624075,10.896798
66.835895,13.505344
59.777525,9.218934
65.671561,11.899947
62.790831,11.184034
62.84614,7.802901
63.046708,9.951815
60.900477,11.188158
63.246896,8.993942
59.052884,6.963183
59.79516,11.617956
60.292777,12.27935
63.05312,8.865968
63.3642,11.354256
66.190241,12.552339
60.886861,9.0573
58.64484,8.25567
62.685682,6.237506
60.045769,9.02496
59.36462,10.053666
59.921786,11.760313
61.058521,10.324868
60.863395,9.015914
63.410541,11.153006
61.121665,4.91356
66.813559,13.347393
59.636743,11.667894
67.27214,14.730242
59.096617,6.947993
58.920367,5.958409
61.192982,11.412934
60.374752,9.200797
60.317235,5.116921
59.866909,8.29233
64.886281,13.694861
62.825954,9.678961
60.712831,5.127422
61.260272,10.719551
60.125508,11.561848
62.482477,11.110606
63.58256,11.136028
63.655119,11.560069
60.3775,10.627618
64.07873,11.250734
59.192853,11.428367
63.249613,8.392645
62.740645,11.324073
59.127529,8.808017
58.949408,9.328825
60.406642,11.16914
63.103303,8.67795
60.653676,9.34079
59.507937,11.360688
58.661813,7.065941
61.019252,11.194958
63.549501,10.996268
59.427462,5.356915
61.829572,5.115735
63.161569,9.980301
63.797667,12.331695
63.517548,10.944337
60.693534,5.110138
68.356705,14.493347
58.530709,7.213732
61.052787,11.174108
59.38943,9.420354
61.225413,10.547084
60.246468,9.677506
60.402156,8.718554
63.300357,9.207813
63.358517,8.495538
64.639198,13.675521
63.396228,11.872674
63.696672,11.370417
60.900477,11.188158
58.288046,7.6514
61.148032,11.985098
66.177458,12.544919
60.919742,5.64937
60.86794,9.078428
58.829104,6.293624
69.384438,29.702984
63.499921,11.809082
62.989411,9.410517
61.293837,4.671329
62.972614,9.413113
60.505583,8.82443
58.541512,6.79713
67.369427,15.295444
69.56163,18.706059
63.602201,11.161855
63.741764,11.416545
58.107301,7.415763
58.234898,6.998325
63.05312,8.865968
68.366961,14.461151
61.175966,7.15589
58.635902,7.806207
63.81538,10.856338
63.754396,9.751024
60.512159,10.746815
63.540916,10.082493
60.329751,11.002188
62.280737,11.740945
63.848527,10.227499
62.719592,9.928297
66.435651,14.044737
60.138021,11.542498
61.854282,6.171507
63.652205,12.251341
63.41898,10.320852
63.312681,11.851977
61.167814,11.514884
63.517548,10.944337
58.165559,7.754653
65.662763,11.919135
58.196458,7.961409
61.353842,9.667355
60.875561,8.946951
59.60466,8.130553
67.569945,15.725566
59.311753,8.286384
61.033133,10.245025
59.484089,9.000131
63.19701,10.110116
66.265636,13.038211
59.712516,10.971942
62.351015,12.05249
63.807332,12.222981
58.272592,8.206389
63.754396,9.751024
63.066466,9.138732
58.949139,6.927843
61.264466,10.544272
58.822998,6.285108
61.265541,10.543967
62.273879,5.62004
63.033158,8.804927
64.590343,11.797871
63.300906,10.617718
60.900477,11.188158
67.085484,15.335428
58.819134,7.473462
66.260646,13.143269
59.14112,11.629823
69.147236,29.243585
58.484021,7.972746
63.804504,12.349751
59.209968,5.264846
62.609308,11.631189
68.357934,15.067397
62.666656,11.679886
67.273879,14.771196
62.55743,11.284753
62.973978,10.509426
58.781082,5.899326
63.537718,10.091135
58.372831,6.895827
61.873209,12.091369
68.836593,17.072087
59.480267,5.375662
60.990965,11.096916
59.489576,10.300433
61.540397,9.82332
64.499064,13.371486
65.703531,13.91432
63.531949,9.999156
58.155356,6.921726
58.819134,7.473462
59.618111,6.353317
60.483139,11.310364
59.345022,9.739157
59.29563,8.624707
64.191207,12.168974
61.262717,10.489843
59.798762,8.732505
62.454407,11.038813
60.165414,10.962573
61.192982,11.412934
58.397013,6.249229
59.303564,9.991691
68.625125,14.587356
59.906673,11.74479
59.891419,10.024318
59.803506,9.093358
60.368961,5.389577
63.757689,9.794547
62.909044,8.265345
62.982626,9.42525
59.604256,5.908274
62.39932,5.62234
44.95139,6.51538
44.7174,6.87658
44.61381,5.77722
45.30846,6.10485
44.109,6.36894
45.76164,6.51152
45.32872,5.76216
44.11483,6.3831
44.89267,6.60112
44.13233,5.72651
44.7207,6.86855
44.58534,6.44721
44.12778,5.76028
44.57553,6.43678
44.61719,5.76283
44.81315,5.80452
44.95928,6.64206
65.456156,29.692672
65.020722,25.192991
65.456156,29.692672
65.456156,29.692672
65.456156,29.692672
No Decimal Found,
65.456156,29.692672
65.456156,29.692672
65.018007,24.980982
65.456156,29.692672
65.456156,29.692672
59.307674,14.684553
63.852745,19.969501
63.25808,31.04967
65.84762,22.250607
64.276886,24.4565
46.703613,7.80982
66.20065,29.279566
63.42,25.273804
60.962246,24.147795
38.79737,Moscow Oblast
47.01753,8.733308
52.13929,26.888706
46.992462,11.406704
60.256096,12.184454
58.05405,14.80398
62.55871,16.57769
62.80065,13.07089
65.36272,20.63961
65.16104,21.57837
57.98938,12.50131
59.44241,14.15866
65.68024,21.80501
62.71111,18.09759
61.45889,14.3827
59.10637,12.64747
60.29245,17.04116
64.00123,20.24344
61.04606,12.59532
57.80278,14.02037
57.17488,14.39477
63.4601,15.01822
66.81911,23.55143
56.88563,16.2129
63.1363,14.50058
59.32734,14.81545
63.60051,19.25306
57.2872,15.20022
56.76127,14.78529
57.11771,16.35045
59.80777,17.98354
58.4197,14.2809
63.99958,15.63903
59.97113,16.05181
57.8854,13.64826
56.5488,13.64402
58.83751,15.31942
58.29395,13.88814
57.50367,13.58481
65.88991,22.76908
64.26619,20.35723
64.53799,17.58378
63.19141,19.01531
61.72324,15.71974
58.03693,12.09684
56.2861,13.09279
66.64553,22.80408
60.91867,16.46285
60.65841,15.68029
59.87947,16.24029
61.39621,17.03837
56.63834,13.27971
59.04238,11.8113
59.87067,14.77919
61.80395,13.21844
65.69786,21.35314
57.70768,16.20597
59.29627,14.75065
56.89795,15.10327
63.35334,15.02511
64.5719,19.6072
59.77002,16.07139
57.94398,13.82742
59.92446,13.38629
63.70726,13.86736
64.10193,17.33254
60.93819,12.47353
57.80866,14.04145
59.72915,15.57068
62.5156,16.67704
63.77505,19.81155
62.41558,12.81743
57.01091,15.36646
59.85121,16.27399
63.4237,13.21657
59.28047,14.893
57.94385,15.3597
56.78323,14.06969
60.80595,17.20831
65.6486,18.09689
59.96102,16.06438
59.39154,12.58418
63.80626,21.00227
59.83045,18.09034
59.33199,14.77611
60.30736,17.77642
60.57627,17.94899
59.87947,16.24029
60.43252,15.29885
64.07842,20.35648
62.94164,16.98947
65.71511,21.50322
63.35527,13.97487
59.76336,16.04787
58.55134,12.13584
57.98938,12.50131
60.47517,15.17599
57.19805,16.21383
59.90615,15.90075
60.80148,16.85574
59.68183,15.70842
58.98216,14.73625
62.01505,14.83295
63.78186,20.525
65.56904,22.5908
63.71076,20.28392
61.19248,16.31959
61.41079,17.11507
63.86825,19.77288
65.60592,18.65093
64.45419,21.57716
59.92886,14.40961
66.32476,22.25127
56.81655,14.87532
63.89905,18.71024
58.84114,15.32033
56.78323,14.06969
64.01017,19.35421
64.04324,20.63899
63.24973,18.0457
60.64853,16.93448
56.83561,14.09468
57.71747,12.70017
63.96759,17.97497
60.87725,14.93529
60.9575,13.91751
62.58527,17.97822
45.68622,6.60408
44.56171,5.772
44.9957,6.46984
44.13685,5.87616
45.76404,6.61527
44.13016,6.37134
44.93485,6.60127
45.76404,6.61527
45.76404,6.61527
44.95059,6.66679
44.93485,6.60127
44.07854,6.3838
45.30191,6.10003
44.89786,6.60456
45.30191,6.10003
44.89126,6.56633
44.89126,6.56633
44.95059,6.66679
44.93927,6.72793
45.79491,6.55685
45.55759,6.86923
44.27281,6.25326
44.95059,6.66679
45.40997,6.17021
44.93485,6.60127
44.8379,6.58246
44.95059,6.66679
45.04411,6.59881
44.89126,6.56633
44.89786,6.60456
44.59265,6.71373
45.21945,6.69145
44.58066,6.47573
45.30191,6.10003
44.85332,6.76527
44.2765,6.40325
44.55652,6.4368
45.30191,6.10003
44.95059,6.66679
44.95059,6.66679
44.95824,5.82025
44.58066,6.47573
44.83937,6.65036
44.9957,6.46984
44.95059,6.66679
44.73631,6.46017
44.95267,6.56515
44.37127,6.49813
44.95267,6.56515
44.37127,6.49813
44.04165,7.23874
44.89126,6.56633
44.95824,5.82025
45.33144,5.79787
44.95059,6.66679
45.21945,6.69145
44.15331,5.71767
45.48206,6.21175
44.95267,6.56515
44.62625,5.72002
44.59037,5.88556
44.93485,6.60127
45.40665,5.92999
44.78297,5.77824
44.89786,6.60456
45.39501,6.35644
44.95267,6.56515
44.58066,6.47573
45.64818,6.8355
44.95267,6.56515
23.64839,Southwest Finland
62.200882,22.299603
58.83392,15.318255
58.309353,7.899814
62.68742,12.663074
60.63616,27.057753
64.45284,28.34244
48.859291,13.807051
50.436188,9.880083
52.905693,10.28389
62.730766,12.016254
53.13324,9.934192
50.436188,9.880083
59.125931,23.558807
47.720413,12.833218
47.242008,13.442699
66.656494,23.615635
50.436188,9.880083
No Decimal Found,
62.504929,11.01793
50.436188,9.880083
50.436188,9.880083
50.436188,9.880083
50.436188,9.880083
44.11291,7.19595
44.98171,5.564
44.59265,6.71373
44.59196,5.32573
45.30191,6.10003
45.60881,6.0879
44.39186,6.15896
45.06011,5.54392
44.64198,6.07141
45.25504,6.72901
44.68134,6.56412
46.24886,6.81688
44.77472,6.96794
44.81477,5.75227
44.8379,6.58246
44.83937,6.65036
46.054,6.81227
44.18752,7.07494
45.87394,6.51025
45.55568,6.69602
45.76328,6.49623
45.15194,6.50832
45.78996,6.51579
44.38763,6.7866
43.94022,7.5037
44.53762,6.62488
45.34992,6.72045
44.95824,5.82025
44.36401,6.71077
45.44993,6.18734
45.23849,6.49375
44.94509,5.5914
45.33409,5.88571
43.97152,6.50142
